NAME	TITLE	SCORE	
EFL1		4.010416	
ACVR1		4.0102324	
TAOK3		4.005039	
MAST2		4.002531	
PLPP5		4.002056	
LRRC4		3.9949067	
P4HTM		3.9942403	
OPLAH		3.9929187	
CPQ		3.9876883	
FHDC1		3.9875987	
DGKE		3.985374	
ALDH2		3.9851806	
ABCG2		3.9816492	
PRSS8		3.9762378	
SNHG29		3.9713414	
ZNF213		3.9713292	
CYP1B1-AS1		3.9705791	
APOA4		3.9695873	
VNN3P		3.9652064	
ADAP1		3.9634483	
GAB2		3.9633741	
PCYT2		3.960597	
PGLS-DT		3.960524	
FBXO32		3.9584808	
UBC		3.9535482	
GAK		3.9472091	
NUCB2		3.9462342	
DESI1		3.9451287	
ATP6V1G1		3.9445186	
ERP44		3.9431772	
TMPRSS2		3.940208	
ACSS3		3.9357421	
ANG		3.9343703	
SIL1		3.9326925	
WASF2		3.9208426	
TST		3.9141867	
HPN		3.9134076	
PNPLA2		3.911296	
F7		3.902719	
STK24		3.9025166	
VEGFB		3.900026	
PXDC1		3.8974607	
ATXN2L		3.8964207	
RPS27		3.8919456	
MTHFR		3.8913622	
INO80B		3.888927	
PHYH		3.8877141	
HMGCL		3.8844657	
NCOR1		3.8838854	
MUC4		3.882609	
SLC51B		3.8824198	
PREPL		3.8806345	
PXK		3.8725402	
GOLGA5		3.8693495	
CLIP1		3.8674982	
ADM		3.8674958	
C10orf95		3.8659377	
GNS		3.8629124	
DPP7		3.8623838	
JOSD1		3.8587887	
STBD1		3.8529263	
NR1H2		3.8521118	
FHIP1B		3.8499455	
DIO3OS		3.8461528	
CABLES1		3.8412075	
SPSB2		3.8410325	
EEF1A2		3.839484	
DTD1		3.8380525	
LBX2-AS1		3.8374894	
RTN4R		3.8354204	
TSPYL2		3.8347688	
RAB7A		3.833671	
SEC61A1		3.8329186	
ACHE		3.832909	
ARL8A		3.8276777	
RFFL		3.8272536	
NOP53		3.8251805	
DEPTOR		3.8226855	
ERBB3		3.820056	
CASP4		3.8130343	
RALGDS		3.8128028	
SMCR8		3.8115153	
SPATS2L		3.809891	
PCBP1		3.808579	
MACO1		3.8085313	
TRAFD1		3.808194	
ASAH1		3.802472	
SLC50A1		3.8001575	
TMEM120A		3.7998123	
CDX2		3.7957437	
C1orf54		3.7954128	
AMFR		3.7952838	
ATF5		3.794123	
CHMP1B		3.7917104	
CYSTM1		3.79041	
SH3BP2		3.7901042	
NAMPT		3.786519	
DLGAP1-AS2		3.7856984	
ATP2C2		3.7845075	
OXA1L		3.7838929	
P4HB		3.7829309	
DNAJB2		3.7828836	
F2		3.7784286	
EMC7		3.7763836	
INPP1		3.771697	
CXCL17		3.7708197	
VPS11		3.7695305	
SAP30BP		3.7660842	
MAPK3		3.7652552	
MMAA		3.7632935	
ANKRD13A		3.7625597	
ATP9A		3.7622268	
PCDHGA10		3.7616954	
CCDC18-AS1		3.7599964	
EHBP1L1		3.7553394	
MBD6		3.7539961	
GALE		3.7524097	
DOCK6		3.75073	
GRAMD4		3.7499783	
HDAC5		3.7483823	
VRK3		3.745598	
RFLNA		3.7447429	
PCDH1		3.7381535	
CLK3		3.733575	
TMEM254		3.7247133	
LSR		3.723906	
CCDC115		3.7234292	
MAPK6		3.7220953	
SMIM5		3.7178922	
APOC3		3.7132485	
F10		3.7130132	
COMP		3.7097461	
PTGR1		3.7085185	
MANBA		3.704888	
GIPR		3.7030044	
NKAP		3.7011406	
ACBD5		3.6969311	
TAX1BP1		3.6952224	
C11orf68		3.694704	
SOS1		3.6942322	
IGSF8		3.685107	
C3orf80		3.6832883	
ABLIM3		3.681612	
ST6GALNAC4		3.6799881	
ATRAID		3.6783738	
VDAC2		3.676861	
PLCD3		3.6756554	
GMPPA		3.6751711	
LYSET		3.6744435	
PRSS22		3.674008	
COBLL1		3.6711698	
ZDHHC4		3.66463	
EXD2		3.6621852	
CLN3		3.6606936	
MRPL13		3.6565566	
SELENOS		3.655967	
MOV10		3.654594	
HEPH		3.6545208	
STX5		3.6544015	
DDIT4L		3.6510634	
TSPAN31		3.649717	
H2BC4		3.6483197	
BTN2A1		3.645277	
VIPR1		3.6445	
MRPS18A		3.6442974	
ABCD4		3.6440637	
CIDEB		3.6430142	
SH3D21		3.6429183	
APLP2		3.6407967	
AP1AR		3.6398005	
OSBPL2		3.6373484	
TBL2		3.6370184	
ERGIC3		3.6309476	
FBXW4		3.6294625	
METRNL		3.626144	
RHBDD2		3.6215289	
POLD4		3.6186264	
MCUR1		3.616184	
TULP4		3.6149364	
TMEM163		3.613174	
SUMF2		3.6118486	
LINC01278		3.611802	
SDSL		3.611375	
CHMP4C		3.6101508	
PLTP		3.6092818	
SCNM1		3.6091604	
BBC3		3.6016755	
SIAH2		3.6011605	
CC2D1A		3.5946238	
NCR3LG1		3.5945954	
AHSG		3.5941432	
GSTK1		3.5940466	
LRSAM1		3.5892723	
BSG		3.588874	
CIAO2B		3.5887756	
FAM120AOS		3.5853868	
CD9		3.5836728	
BUD31		3.58309	
NMRAL2P		3.5818036	
ARFGAP3		3.5774903	
HLA-A		3.5751138	
BEX2		3.5743015	
TXN		3.5736773	
ARID3B		3.5736198	
GTPBP1		3.5696075	
BNIP3		3.5623937	
KLF9		3.5611951	
ALG5		3.5608375	
FAM219A		3.5607936	
EEF1A1		3.5587084	
RACK1		3.5573363	
TMEM92		3.5542133	
EPS8L3		3.5523567	
PECR		3.5515304	
BTBD6		3.548424	
BCL2L2		3.5462646	
SMIM6		3.5457942	
SLC66A1		3.5422237	
C1S		3.5407965	
PGLS		3.535253	
MYDGF		3.5331995	
CCPG1		3.5297148	
PPP2R5A		3.5288434	
EXOC3		3.5283124	
PDGFA		3.5251195	
CDK5RAP3		3.5231173	
BMF		3.5194652	
TMEM179B		3.5156772	
TMEM37		3.5122368	
HINT2		3.5067582	
GDA		3.501203	
ALKBH3		3.4996996	
STX3		3.4985058	
SLC22A15		3.4984667	
TMPRSS6		3.4977221	
PRODH		3.4957302	
PEX16		3.4956996	
RRBP1		3.4926085	
OPTN		3.4914324	
CUTALP		3.4906979	
AMN		3.488671	
FUCA1		3.4882154	
PPP1R26-AS1		3.4859521	
RPN1		3.4843657	
GOLT1A		3.4840405	
CNPY3		3.4822054	
STAT6		3.48165	
IL2RG		3.4814174	
RPL10		3.477143	
WDR45		3.4760952	
TUBE1		3.4734893	
THNSL2		3.459595	
ZNF75D		3.4580762	
RNF220		3.4565518	
ZNF189		3.454969	
DHDDS		3.4517572	
GRB10		3.450161	
JMY		3.4480002	
MASP1		3.4477067	
VLDLR-AS1		3.447131	
FAM83F		3.4412475	
GSDMD		3.4398744	
VPS39		3.433112	
PSAPL1		3.4318662	
TSPAN18		3.4314313	
IFI27L2		3.4304938	
UBXN1		3.4290285	
SPG11		3.428678	
TDO2		3.4270546	
GHITM		3.425448	
XBP1		3.4249048	
SLC6A20		3.4242227	
RIPK3		3.421727	
COG3		3.4176502	
RING1		3.4167266	
NBR1		3.4148061	
CD63		3.412812	
SELENOK		3.410018	
MUC20		3.409098	
MGAT4B		3.4069383	
GRINA		3.4066641	
CCDC97		3.4064813	
PBXIP1		3.4063573	
PRKCSH		3.4054716	
RPL36AL		3.4037027	
CTSO		3.401852	
SRPRA		3.4014945	
MISP		3.3995159	
C15orf39		3.3983727	
ANXA13		3.3979616	
EML2		3.3979473	
SNHG5		3.3966572	
SSR4		3.3897636	
ATP1B3		3.386732	
FLVCR2		3.3857336	
MAFF		3.3827217	
PSENEN		3.3807893	
DUSP15		3.372787	
ARSA		3.3726628	
EPCAM		3.371834	
ITM2C		3.3708346	
H1-10		3.3703356	
STK40		3.3699276	
PANX2		3.3681493	
SEL1L		3.3670857	
ZBED3		3.3653893	
TJP3		3.365367	
CLDN4		3.363435	
TSG101		3.3621695	
LIPH		3.3602414	
AMBP		3.3560488	
SAMD12		3.355168	
TSC2		3.354739	
MIDN		3.3530068	
ALPI		3.35178	
RGS16		3.3494465	
TIMP1		3.346769	
NAPA		3.346408	
CCDC136		3.3462548	
DPP4		3.3459773	
TBC1D16		3.3436356	
HPS1		3.343376	
TRIM56		3.3421779	
ZFYVE26		3.3386729	
PSPH		3.3385003	
BBLN		3.3360224	
TMEM45B		3.3336916	
EPS15L1		3.3324723	
IDUA		3.3324294	
LGALS9C		3.326129	
ITPR3		3.3250234	
RNF123		3.3235996	
ALPK1		3.319417	
EXD3		3.3192487	
RGL3		3.3173573	
FAM83E		3.3135715	
COG1		3.3124635	
AVEN		3.309398	
UPK3A		3.3047636	
GADD45A		3.3008206	
HAGH		3.3001633	
USP30		3.3001204	
OSER1		3.2980475	
GRAMD1B		3.2968602	
SYTL1		3.2956395	
CDC14B		3.2954884	
SHC2		3.2945564	
BTD		3.2943602	
ERVK3-1		3.2942626	
APOBR		3.2937145	
MUS81		3.2922099	
RELA		3.2909532	
RTL8A		3.290928	
PGPEP1		3.2908866	
TM4SF5		3.2868283	
SMG8		3.2867496	
NRBP1		3.2865674	
CEACAM6		3.2850595	
DNHD1		3.2811105	
PARM1		3.273757	
NKX6-2		3.2732224	
LPIN2		3.272051	
VAMP2		3.2698557	
C1RL		3.2690575	
M6PR		3.2689912	
ZER1		3.2675364	
HLA-E		3.2644906	
FA2H		3.264131	
HAAO		3.26363	
CHMP2A		3.2632723	
MICU1		3.2630844	
VPS28		3.2616975	
COX19		3.2607474	
SUPT7L		3.2594578	
TMEM59		3.259124	
CSTB		3.2571201	
DCAF11		3.2564795	
SH3PXD2A		3.254834	
ILRUN		3.2532344	
PFKFB2		3.2530644	
TOX4		3.250425	
MXI1		3.249337	
AKR1B10		3.2484071	
PREB		3.2483284	
RETSAT		3.2455075	
MLPH		3.2452688	
SLC16A3		3.2437642	
TRAF3IP2		3.2435675	
CIZ1		3.242756	
WBP1L		3.2398407	
ZPR1		3.2383006	
TERF2IP		3.2381468	
ARPC5L		3.23786	
ISCU		3.2367098	
PLAAT2		3.2333617	
LETMD1		3.2308939	
BTN3A1		3.2290618	
NR1H3		3.2237494	
PGD		3.2234952	
BEST1		3.220444	
LINC-PINT		3.2184527	
SLC22A31		3.21502	
ELOB		3.2136617	
CYTH1		3.2104757	
RBP4		3.2103963	
H6PD		3.2102017	
MYO7B		3.209601	
KIF3B		3.1999633	
SLC35B1		3.1985397	
PYROXD1		3.1964092	
INSR		3.1940274	
FBXO2		3.1901674	
TMEM140		3.1878266	
NFKBIL1		3.185982	
BTN3A2		3.1857324	
HMBOX1		3.1833441	
LAMB3		3.1814985	
MLX		3.1803777	
AP1G2-AS1		3.1734397	
RPS6KA1		3.1718419	
SPSB3		3.1711445	
SIRT6		3.1701963	
EMP1		3.1691053	
GCNT3		3.1675777	
UBA6-DT		3.1670728	
MON1B		3.163656	
UFC1		3.162578	
USP30-AS1		3.1617575	
FBXO6		3.1612253	
GOLPH3L		3.159754	
MAN2B2		3.1591969	
HCP5		3.1590507	
HSPA1B		3.153516	
FBXO10		3.1495683	
B3GALT4		3.1465623	
CYP3A5		3.143085	
HSPA1A		3.1410205	
PTPN3		3.140824	
FAM174B		3.1407664	
GPX4		3.1406934	
PYCR1		3.1379688	
C8orf82		3.1351695	
RAB3GAP1		3.1351006	
ANKZF1		3.1348114	
ZBTB22		3.1312017	
F2RL1		3.1302447	
PEX26		3.1297295	
DHX32		3.1282852	
ECE1		3.1268528	
ATF6B		3.1266167	
ATG13		3.1243544	
CASP8		3.1231081	
NUMB		3.1196496	
NOS3		3.1186118	
SPINK1		3.1154242	
AKAP1		3.114238	
C17orf67		3.1141627	
APOA2		3.1140587	
PSEN1		3.1139455	
R3HDM4		3.1107702	
ZFYVE19		3.1102772	
CERS2		3.1090524	
LINC00662		3.107795	
RNF223		3.1069884	
PCLO		3.1046786	
PDIA6		3.1026587	
EGF		3.101495	
RPL31		3.1007204	
AIFM3		3.100414	
YJU2B		3.099358	
UPP1		3.0992825	
CTNS		3.099244	
EXOSC1		3.0990715	
GRIPAP1		3.0987735	
TCN2		3.0980797	
NOP10		3.0976422	
MSRB1		3.0968974	
ANPEP		3.0962667	
SEC11C		3.096103	
METTL6		3.0957236	
SLC39A11		3.0950205	
EIF1B		3.0938056	
APOBEC3D		3.0921307	
SZT2		3.0914412	
AKTIP		3.0909324	
SNX9		3.0893219	
ATP6V0E1		3.0892682	
NCK1		3.088018	
SYF2		3.0865195	
SH3TC1		3.08631	
LINC00278		3.0863051	
CCDC194		3.0852757	
ATP7B		3.0841541	
ZNF581		3.0840628	
TBRG1		3.082758	
APOB		3.0824816	
G6PD		3.0816164	
PGAP3		3.0809171	
PHGR1		3.0798104	
LHPP		3.0739968	
BCL2L13		3.0714483	
CCNJL		3.0673783	
TIPARP		3.067337	
SP6		3.067175	
ZNF575		3.0663366	
FBXO25		3.0662465	
NOS2		3.0657492	
DAZAP2		3.0657294	
KLHL24		3.0628762	
RPS18		3.0614846	
ZFTRAF1		3.060504	
SULT1C2		3.058826	
MUC17		3.056856	
GUSB		3.053167	
MIR22HG		3.0523026	
RAB5IF		3.0504184	
PIP4P1		3.050026	
GCKR		3.0496795	
ATP6V0D2		3.0495856	
LEMD2		3.0490327	
TMEM219		3.0481353	
ARHGAP45		3.047726	
ARHGEF16		3.0466805	
IFNLR1		3.0449822	
SLC9A1		3.0434802	
LPCAT4		3.0429988	
LBX2		3.0396333	
SMG5		3.0395536	
PLCG2		3.0372763	
RRAGC-DT		3.035353	
WIPI2		3.0346067	
MAPKAPK2		3.0340807	
ABCB4		3.0338242	
ZNF841		3.0320175	
NEK3		3.0300164	
CTNND1		3.0276487	
PLEKHH1		3.0271413	
PKD1		3.026124	
TINF2		3.0245872	
GPRC5C		3.0210013	
ACO2		3.020401	
ARSD		3.0182366	
L3MBTL2-AS1		3.0152004	
SURF1		3.0134082	
TTR		3.012536	
PPIB		3.0122466	
IQSEC2		3.011447	
CYP4V2		3.010794	
SOWAHC		3.0096226	
LMTK2		3.0092583	
ABCB11		3.0087295	
MAPK8IP2		3.0077138	
LMNTD2-AS1		3.006046	
SORL1		3.004523	
CDCP1		3.0041442	
METTL27		3.000979	
WLS		2.9996827	
KIAA1217		2.9988778	
BOD1		2.9936664	
MYO5B		2.9923346	
NOL3		2.9910927	
CORO1B		2.9895785	
SLC7A9		2.9866114	
LRP5		2.9860725	
ARMCX1		2.9855158	
SPINT1		2.9854424	
GPX2		2.9801505	
BHLHA15		2.9792848	
MEP1A		2.979181	
USP19		2.9790542	
RNF14		2.9787326	
BTG1		2.9776652	
NET1		2.9765577	
GTF2E2		2.9728723	
C2orf68		2.9710634	
SMIM20		2.9695966	
CLRN3		2.9667249	
ARHGAP27		2.9653554	
LRRC75A		2.9647987	
MXD1		2.9644396	
FAM83G		2.9635365	
LINC02323		2.9623444	
ATP6V0A1		2.9612417	
CAMTA2		2.961011	
BAIAP2L2		2.9605722	
KSR1		2.9600556	
SPRING1		2.9590364	
RNF103		2.9580815	
CORO2A		2.957148	
KLF13		2.9560049	
MRPL10		2.955999	
TMCO1		2.955938	
HES4		2.955624	
GSR		2.9544294	
GRK2		2.9539638	
SLC20A1		2.9532604	
HSPA6		2.9529216	
WWP2		2.9518218	
TMBIM1		2.9471114	
SLC44A4		2.9446118	
GLG1		2.9440088	
CUL9		2.9395943	
CCNI		2.9391892	
VPS41		2.9337428	
F2RL2		2.9324508	
NOXA1		2.9323792	
APOBEC3B		2.9312704	
PSMB10		2.9303706	
CSAD		2.9293358	
SLC7A6OS		2.9291785	
CDC34		2.927754	
CLIC1		2.9267948	
RPL37A		2.9234233	
TMEM259		2.919624	
RRAGC		2.918469	
TIMP2		2.9179547	
RIN1		2.9179485	
SSR2		2.91744	
RGP1		2.9169285	
LRRC75B		2.9163716	
PMM1		2.915943	
PLAAT4		2.9130564	
KDM5C		2.912442	
NOP14-AS1		2.9111524	
OGA		2.9105132	
ZNF688		2.9068744	
DDX3ILA1		2.9063456	
SLC18B1		2.9061377	
TALDO1		2.9054396	
PPP2R5B		2.9047723	
TOX3		2.9027736	
METTL25B		2.9016654	
ZFAND1		2.9014301	
TRANK1		2.9014008	
CFB		2.9013329	
ME1		2.9010758	
GATD3		2.898122	
SLC12A6		2.8962798	
ANKRA2		2.8954701	
FBXO44		2.8947558	
PLOD3		2.8910306	
TM6SF1		2.8907373	
CSRNP2		2.8895109	
CDC42BPA		2.8878462	
MEP1AP4		2.8876693	
ANKRD6		2.8847318	
EIF4A2		2.8833625	
SLC44A1		2.8824155	
IFI27		2.8819363	
DUOXA1		2.88168	
TESK1		2.8807144	
GK		2.8791256	
AZIN2		2.8788803	
JDP2		2.8774464	
DLL4		2.8767855	
SNHG8		2.8690062	
LGI4		2.868118	
ENTPD6		2.8676586	
NDUFA4L2		2.8658447	
RNF4		2.865712	
RNF167		2.864885	
C2CD2L		2.8640027	
GTF2IRD1		2.8639781	
CLDN3		2.8638277	
SCARF1		2.8624477	
APH1A		2.8603232	
CXCL16		2.8589838	
ADIPOR1		2.858732	
IL3RA		2.8577304	
DENND3		2.8567483	
SEC24D		2.8555665	
CCDC174		2.8553817	
DLL1		2.8553321	
SPINT2		2.8547015	
EEF2		2.8534768	
IRF2BP2		2.8525195	
ELP3		2.8524463	
TAFAZZIN		2.8505263	
IL17RA		2.850141	
ACOT2		2.8500462	
PPP1R12C		2.8493824	
PPCDC		2.8461747	
LGALS3		2.84565	
BLOC1S3		2.843688	
STX18		2.8415327	
ATG9A		2.840807	
USF2		2.8400688	
LAMTOR1		2.839529	
BEST2		2.8394854	
ARSL		2.838317	
LAMTOR3		2.8382194	
EGFR		2.8362389	
RAB43		2.8358827	
TP53INP2		2.8347232	
POLL		2.834428	
SNAPC5		2.8329883	
CEP170B		2.8323653	
BCAP31		2.8282518	
OR2A1-AS1		2.827309	
SNX19		2.8272417	
TMEM63B		2.8260062	
SERPINB1		2.825544	
HSF1		2.8255222	
TTC38		2.8254528	
GLTPD2		2.8239477	
ANKRD9		2.823735	
PLAC8		2.8213723	
CAMK2N1		2.8202589	
TXNDC5		2.8187847	
MPPE1		2.8173172	
NOMO1		2.816856	
